Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,RSI,MACD,ATR,BB_Upper,BB_Lower
2000-03-14,0.9080191580800617,0.930725752784784,0.8539454027369172,0.8558180332183838,428579200,0.8903519421815872,0.8291348993778229,47.01982949329763,-0.004674405705813178,0.05492498278677822,0.9755413484600441,0.8051625359031302
2000-03-15,0.8661180458422892,0.9007630117060285,0.8548817623092624,0.8707994222640991,443609600,0.8893219411373139,0.829780968427658,49.00689680828529,-0.006953393967520906,0.05427900183034878,0.9749328755373095,0.8037110067373183
2000-03-16,0.8787585528078966,0.9138716703430506,0.8576904622597494,0.9105938673019409,378100800,0.8921075344085694,0.832636798620224,53.94778273034506,-0.005698497727924839,0.05441487370555966,0.9766739051161173,0.8075411637010215
2000-03-17,0.8998270812121208,0.9363437891006471,0.8960810187708749,0.936343789100647,305043200,0.8958997011184693,0.8357829177379608,56.86055218776788,-0.003177715513673615,0.053404009178717696,0.9812549393413312,0.8105444628956073
2000-03-20,0.925108482016629,0.9457075266915637,0.9166810409441716,0.9213625192642212,204489600,0.9003005087375641,0.8399777472019195,54.69311931612606,-0.002587770902083699,0.05166275750505158,0.9812642991506453,0.8193367183244828
2000-03-21,0.9180851781257229,1.0243600677230864,0.9110630132242252,1.0107831954956055,524328000,0.9082126259803772,0.8452868139743805,63.609632086891516,0.003429622584725435,0.056065207290323694,0.999261056979053,0.8171641949817015
2000-03-22,0.9946312540647808,1.0814774374044596,0.9855016309887777,1.0800721645355225,567996800,0.9186762630939483,0.8522438323497772,68.74286403111367,0.011240818844281703,0.05891596437070642,1.0347756025268537,0.8025769236610429
2000-03-23,1.0636867803530636,1.1264220231444335,1.04870543135313,1.058537244796753,562564800,0.928455239534378,0.8595192337036133,65.64358570558971,0.013945071614124387,0.06025886632932049,1.0564702802058772,0.800440198862879
2000-03-24,1.0669634735550884,1.0781997570612223,1.0149963749269595,1.038873314857483,446913600,0.9390593230724334,0.8672346961498261,62.856840587317514,0.013394248302814299,0.060469188886816364,1.066767573516689,0.8113510726281777
2000-03-27,1.0309148518275228,1.0842863190703416,1.025296260472092,1.0454280376434326,279182400,0.9489143252372741,0.8736486637592316,63.41439074012582,0.012474766397422135,0.0603635367233473,1.0775119101534913,0.820316740321057
2000-03-28,1.0281053995711908,1.0636866879268085,1.027169084092368,1.0421513319015503,202966400,0.9580904990434647,0.8794446492195129,62.906037933263896,0.010716565871573512,0.05866025580271111,1.0857965237731046,0.8303844743138246
2000-03-29,1.0440238810109284,1.0444919387013107,1.0024732596951684,1.0182743072509766,239836800,0.9601972937583924,0.8842387449741363,59.18296479304469,0.007185751091944831,0.05747157174581334,1.0903907925636045,0.8300037949531803
2000-03-30,1.0004832310516818,1.0313830370281032,0.9396213345986935,0.9419621229171753,414400000,0.9616017937660217,0.8871133291721344,49.16722001383441,-0.0006336799887215472,0.059920866794641654,1.0903641976254468,0.8328393899065968
2000-03-31,0.9546029202796613,1.0281053844994117,0.9438347923693835,1.0173381567001343,404633600,0.9645279020071029,0.8904560816287994,56.92194950516839,-0.0010493931905777715,0.06179389499375556,1.095544177721599,0.8335116262926067
2000-04-03,1.0149971006576337,1.0449607114520583,0.9695847766425605,0.9986112713813782,328563200,0.9673837542533874,0.8937520134449005,54.68968740744108,-0.0028058437630140154,0.06276404069488,1.0987567579702302,0.8360107505365447
2000-04-04,0.9934614220399038,0.9962702690160652,0.8745457324146364,0.9536668062210083,660329600,0.9690457999706268,0.8969074940681457,49.65656552756515,-0.006977316114471548,0.06714271914287012,1.0988319289928716,0.8392596709483818
2000-04-05,0.9473457380983558,0.9953336514809014,0.9288533593472698,0.9766071438789368,457665600,0.9721825510263443,0.8996229004859925,52.080668316694414,-0.008095649617201009,0.06709540292792451,1.0994919784498047,0.8448731236028838
2000-04-06,0.9784797060612754,1.0075061808581045,0.9232347022841821,0.9377487897872925,259627200,0.9732827633619309,0.9018701314926147,47.87543405298577,-0.01116710645989142,0.06832226547406721,1.098992490417871,0.8475730363059909
2000-04-07,0.9531979341433792,0.9878420877707714,0.9400891246368577,0.9869058728218079,242435200,0.9755299508571624,0.9051285922527313,53.04101030103879,-0.009659340658969236,0.06702019636759662,1.1005245802962758,0.8505353214180491
2000-04-10,0.98643837314115,0.9943976556929891,0.9344712579417552,0.936343789100647,212262400,0.9769110590219497,0.9086305201053619,47.794420966163266,-0.011702275063010522,0.06651349646642786,1.0995098687427367,0.8543122493011628
2000-04-11,0.9251078270886783,0.9354068920793494,0.8843761241855763,0.8946760892868042,541822400,0.9788539618253708,0.91098073720932,43.93734378484316,-0.015269334915722198,0.06547450849847378,1.0947641966174504,0.8629437270332911
2000-04-12,0.891399399172687,0.891399399172687,0.7855926162973729,0.8183642029762268,941136000,0.9762322008609772,0.9123290717601776,37.90417447997984,-0.02178080504482077,0.06858943453354217,1.1036053685316798,0.8488590331902746
2000-04-13,0.8352187722970126,0.8988902455321388,0.8127462611273737,0.8525408506393433,529827200,0.9733295500278473,0.9145762979984283,41.761146489722506,-0.022695669491250257,0.06984333095291524,1.1089335845271253,0.8377255155285693
2000-04-14,0.818832379621847,0.8839082969329511,0.8164916412443862,0.8380278944969177,667620800,0.9684137552976608,0.9158590877056122,40.60768417556171,-0.02311025995947357,0.06966999700546164,1.1156533977747236,0.821174112820598
2000-04-17,0.8202377974244454,0.9283853402048242,0.8169599430168153,0.9279171824455261,409561600,0.968741488456726,0.9182374036312103,49.84744627447012,-0.016474174600268295,0.0726525255899293,1.1155894145598135,0.8218935623536385
2000-04-18,0.9251083053753882,0.9503896236419678,0.8942083940962596,0.9503896236419678,390924800,0.9657218098640442,0.9201569247245789,51.86363337506939,-0.010031574472240972,0.07147600444391349,1.111467124464043,0.8199764952640454
2000-04-19,0.945239361098733,0.9756702168639021,0.8970173095506402,0.9073172807693481,520150400,0.9570840656757355,0.9210932612419128,47.889765558066635,-0.008208029890606707,0.07198864036315267,1.0949618061208777,0.8192063252305931
2000-04-20,0.9265124313940424,0.9344709108914357,0.87688602357695,0.8904629945755005,722120000,0.9486803531646728,0.9220296084880829,46.391845353752295,-0.007683330172196313,0.07095980085967646,1.0811828274304007,0.8161778788989449
2000-04-24,0.8614365614496498,0.902635633945465,0.8595640309006883,0.9026356339454651,443620800,0.941868469119072,0.9230783104896545,47.66504611152805,-0.006130284436580578,0.06896778673004075,1.0690233659785637,0.8147135722595801
2000-04-25,0.9148081767393027,0.964434589214555,0.9143400190764174,0.9611567854881287,391641600,0.9376549065113068,0.9260090625286103,53.39570742068255,-0.0010422786369544638,0.06845572733997284,1.0560898774406313,0.8192199355819821
2000-04-26,0.948516131610394,0.9588161013748308,0.8988906138528625,0.9087216258049011,366912000,0.9309834212064743,0.9268330430984497,48.29309746218728,-0.00108394702872789,0.06801361621820808,1.0397599528525925,0.8222068895603561
2000-04-27,0.8778227488522056,0.9513261296800771,0.8732579849075927,0.9494526982307434,326603200,0.9275423407554626,0.9279941082000732,52.12065853847848,0.0016095103150166991,0.06873179682922782,1.0291752723266347,0.8259094091842905
2000-04-28,0.9522622571132076,0.9550711035713328,0.9087216865866712,0.9293215274810791,249580800,0.9269103109836578,0.9294828987121582,50.14492459816949,0.0019883414231652062,0.06713305541175882,1.0283336909844418,0.8254869309828737
2000-05-01,0.9354069868969086,0.9372804171923192,0.9129354245322254,0.9311937689781189,226195200,0.922603091597557,0.9308967649936676,50.33348901239309,0.0022962252292239513,0.06407676521521131,1.0152352890329892,0.8299708941621248
2000-05-02,0.9232348879531935,0.9457073601013105,0.8801632747464107,0.8829721212387085,236432000,0.9168211340904235,0.9318892800807953,45.55439568798634,-0.0006586076814439285,0.06418157379661764,1.0040316492521089,0.8296106189287383
2000-05-03,0.8909312764468972,0.90825341080048,0.8361553272068133,0.8619047999382019,489798400,0.9122330337762833,0.9320765590667724,43.6063885165606,-0.0037691242210205764,0.06474703878212115,1.0008508160617187,0.8236152514908479
2000-05-04,0.8623729125109098,0.8633092278303958,0.828196003177218,0.8291323184967041,399515200,0.9048592925071717,0.9312432169914245,40.69133275437728,-0.007552567204509208,0.06263033777291091,0.9953466599220071,0.8143719250923362
2000-05-05,0.8300685042755913,0.8595639842041694,0.829366317859417,0.8473914861679077,284076800,0.9003414273262024,0.9309318923950195,42.978468585089814,-0.008285518657730914,0.06033043262537908,0.9928102609152303,0.8078725937371745
2000-05-08,0.8396664325484037,0.8516049045858536,0.8239828487311904,0.8249191641807556,184900800,0.8922420918941498,0.9308944427967072,40.88856011757327,-0.00964856273210075,0.05799411999889937,0.9812764176250474,0.8032077661632523
2000-05-09,0.8263234250457075,0.833346389612014,0.7855925608480017,0.7898058295249939,327140800,0.8849151939153671,0.9297239995002746,37.79591555697942,-0.012119812502411835,0.05726267062497887,0.9819822998407184,0.7878480879900158
2000-05-10,0.7795059357774266,0.7865289010125649,0.7397113330493844,0.7439254522323608,535091200,0.877377662062645,0.927429951429367,34.160212965028464,-0.01581562113995169,0.0567506581857382,0.992056918876063,0.762698405249227
2000-05-11,0.7593750149110472,0.7809112184523529,0.7415847729210862,0.7701430916786194,499744000,0.8749666064977646,0.923310045003891,37.83986473149235,-0.01544804516209701,0.05550607156756166,0.9963396353548815,0.7535935776406477
2000-05-12,0.7940199590090627,0.8277278590948038,0.7847728705160091,0.8061924576759338,306913600,0.8726491868495941,0.9211564517021179,42.59089509635381,-0.011890240328779042,0.055654549842463284,0.9973701722639051,0.7479282014352832
2000-05-15,0.8094697264445564,0.8094697264445564,0.7500114865153144,0.7565663456916809,678932800,0.8685761094093323,0.9171114587783813,38.25605266931563,-0.011959876450603951,0.05592624199151891,1.0025323813371672,0.7346198374814974
