Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2002-10-02,23.91728973388672,23.91728973388672,23.91728973388672,23.91728973388672,0
2002-10-03,24.559757232666016,25.860936423800638,24.23446243488236,24.23446243488236,673264
2002-10-04,24.40523338317871,24.95823333557766,24.15312951477865,24.885042530378005,258296
2002-10-07,24.29952621459961,24.7224105456008,24.088086530901958,24.567895976051386,110976
2002-10-08,24.95823860168457,25.19407679344517,24.234458296570207,24.37270955474121,227352
2002-10-09,24.323915481567383,25.446181378836076,24.112473397237952,25.047695805562526,277040
2002-10-10,24.348316192626953,25.047700535097306,23.83597785622095,25.047700535097306,173224
2002-10-11,24.860652923583984,25.332329330925337,24.79559248277004,25.031430686440714,192536
2002-10-14,24.68173599243164,25.372987247573874,24.445897825272855,25.32419254496821,152744
2002-10-15,24.68173599243164,24.681735992431637,24.681735992431637,24.681735992431637,0
2002-10-16,24.730527877807617,27.82896011778231,24.576013405326233,27.82896011778231,247760
2002-10-17,24.730527877807617,24.885042350289005,24.41336606970343,24.885042350289005,144512
2002-10-18,25.25099754333496,25.97477765288673,24.909437163554855,25.210335711542154,512312
2002-10-21,25.641366958618164,26.50339885454803,25.535647119316668,25.84467625096941,646296
2002-10-22,24.714271545410156,25.860936193758008,24.559757014197857,25.860936193758008,229384
2002-10-23,24.600412368774414,25.177810973624993,24.413368903815147,24.88504523915693,153320
2002-10-24,24.169395446777344,24.950100684616636,24.00674810859392,24.868777015524927,168744
2002-10-25,23.6733341217041,24.128747425697522,23.60014327398082,23.746524969427384,172296
2002-10-28,23.32363510131836,23.74651931471222,23.128458726598986,23.502548225862437,134504
2002-10-29,23.526935577392578,23.713981498244063,23.12845011041529,23.258568472355165,143024
2002-10-30,23.925432205200195,24.35644679856408,23.583871691430993,23.74651908240638,164320
2002-10-31,24.29952621459961,24.39711567000079,23.941702347800184,24.07182079440078,118928
2002-11-01,24.047414779663086,24.81998979141808,23.91729638658607,24.41337136417861,108792
2002-11-04,24.22633171081543,24.39711199111374,24.039288178271253,24.39711199111374,56560
2002-11-05,23.96609115600586,24.283253033709986,23.811574167814936,23.9986201339085,70288
2002-11-06,23.96609115600586,23.96609115600586,23.96609115600586,23.96609115600586,0
2002-11-07,24.70613670349121,25.698286741287067,24.39710766577886,24.39710766577886,204880
2002-11-08,24.275121688842773,24.55162174103199,24.088078192838857,24.234459843467828,77664
2002-11-11,23.909160614013672,24.39710266736089,23.860365912318628,24.39710266736089,66568
2002-11-12,24.03114891052246,24.397105492916207,23.746516013105108,23.746516013105108,106864
2002-11-13,23.827831268310547,24.21818382537816,23.697712922021,24.1531258931339,106264
2002-11-14,24.153125762939453,24.65733342141819,23.83596400180651,24.201920452760138,211856
2002-11-15,24.673603057861328,24.828117547503044,24.39710305295484,24.68986878595063,154144
2002-11-18,24.925708770751953,25.202208795828962,24.61667976892503,24.8850469293641,217672
2002-11-19,24.925708770751953,24.925708770751953,24.925708770751953,24.925708770751953,0
2002-11-20,25.74709129333496,25.942267732895818,24.88505932998784,24.88505932998784,406128
2002-11-21,27.975366592407227,29.097633212985848,26.226906180381775,26.226906180381775,2664024
2002-11-22,27.54433250427246,29.39037862461628,26.926272015329296,26.926272015329296,1184016
2002-11-25,27.495548248291016,28.105476104367558,27.162120523941947,27.812710237090258,428920
2002-11-26,27.332876205444336,28.268098075883103,27.178361784079787,27.731361549532046,367496
2002-11-27,26.7554931640625,27.812701100636396,26.60097865430825,27.812701100636396,301128
2002-11-28,27.845226287841797,28.447020996513874,27.007593414098434,27.015726278094334,447680
2002-11-29,27.845226287841797,27.845226287841797,27.845226287841797,27.845226287841797,0
2002-12-02,30.82980728149414,31.878882246827875,28.934964067027668,29.195200833191855,1388680
2002-12-03,32.59454345703125,34.10716502815576,30.431334658133625,31.55360091443093,4082608
2002-12-04,31.504804611206055,33.302059090213,31.073789942930468,32.02527585642638,2594928
2002-12-05,32.30177307128906,33.25325882621388,31.30962298652755,31.30962298652755,1720264
2002-12-06,33.14754104614258,33.61921751953726,32.29364218507116,32.85477522598618,1139968
2002-12-09,31.553600311279297,33.65175109183399,31.244571197859,33.0174271298438,975768
2002-12-10,32.27736282348633,32.85476135353496,30.756611744965397,30.984317019051534,837808
2002-12-11,33.798126220703125,35.123701381271005,33.01741829663893,33.18006567741055,3286400
2002-12-12,34.074642181396484,35.131850650031694,33.830670996326816,33.830670996326816,2568024
2002-12-13,34.21287536621094,34.920389938573486,34.009566153152406,34.481242534727436,1112288
2002-12-16,32.74092483520508,34.920399183470224,32.54574843535788,34.64389907686981,1231456
2002-12-17,32.139122009277344,33.35897731101912,31.813827262146205,33.35897731101912,855656
2002-12-18,31.838233947753906,33.00116206219213,31.6186589278069,32.49695652579213,618096
2002-12-19,34.5300407409668,35.375806656626864,32.122858918086465,32.48068267296548,3770256
2002-12-20,34.81467056274414,35.74989295415599,34.15594820808497,34.96918507018223,2952072
2002-12-23,33.57854461669922,34.97731280715447,33.342706457627536,34.96917994336546,1277744
2002-12-24,34.96104431152344,35.13182451036465,33.54601298732736,33.66799848909946,1729840
2002-12-25,34.96104431152344,34.96104431152344,34.96104431152344,34.96104431152344,0
2002-12-26,35.95320510864258,36.400485419358596,34.64389315727708,35.22942473857164,2894448
2002-12-27,35.139957427978516,36.35167958443266,34.993573336544266,36.2052979747998,956984
2002-12-30,37.18119430541992,37.555281316562606,34.32673211773022,35.131836200975464,4253744
2002-12-31,39.108543395996094,39.74286936492769,36.43299576580497,37.4251453039334,9998480
2003-01-01,39.742881774902344,40.32027789372435,39.027231931241445,39.027231931241445,6027072
2003-01-02,37.92938232421875,40.93835994935047,37.677278297103875,40.02753577893292,5325328
2003-01-03,38.392906188964844,39.71848105472645,38.0594786361765,39.035362703770765,4198040
2003-01-06,37.254371643066406,39.157344918443584,37.00226778378366,38.986564724619704,4121520
2003-01-07,36.8233757019043,38.05949711370292,36.4736847339653,37.734202266577256,2650800
2003-01-08,38.14082336425781,38.482383969196206,37.034820314050954,37.31132045615195,2648456
2003-01-09,38.5149040222168,39.132964625833395,38.026961832277735,38.38478560853925,2630400
2003-01-10,36.156517028808594,39.03537547362821,35.95320778155011,39.03537547362821,1702816
2003-01-13,36.5224723815918,36.92095799575826,35.29448407524027,36.57939747972858,2421496
2003-01-14,37.010406494140625,38.140805126255664,36.758302595026784,36.90468422325974,2239360
2003-01-15,37.750465393066406,38.14081818992241,37.09987574377135,37.311315394350196,2759760
2003-01-16,38.287193298339844,39.16549066325684,37.42516414638723,38.03509183793982,2842656
2003-01-17,37.425167083740234,38.384785734378774,37.262519686560665,37.815519844250275,1284144
2003-01-20,36.229698181152344,37.39262577202422,35.96133103919781,37.24624414583114,928872
2003-01-21,35.286338806152344,36.798959516909335,35.131824334375324,36.27848854164924,1147240
2003-01-22,35.44085693359375,36.27035941977105,35.18062266002166,35.587241039167075,1081352
2003-01-23,34.13969039916992,35.4408696804235,33.68427963617319,34.96919318369009,1001872
2003-01-24,32.919837951660156,34.79028334622727,32.4562942777404,34.23728309185897,1436848
2003-01-27,30.626495361328125,32.51320306201688,30.106024357062317,31.228290037566765,916832
2003-01-28,32.76532745361328,33.017431490914376,30.08977746708945,31.317766178998852,2043224
2003-01-29,31.838233947753906,33.342722652820186,31.586129938652515,32.87104610557458,1370440
2003-01-30,32.32616424560547,33.24512087797992,31.73250234777799,31.73250234777799,1203464
2003-01-31,31.54545783996582,32.602665775960254,31.342148621505352,31.71623807983301,1083040
2003-02-03,33.95263671875,34.139680191785274,31.63491181699102,31.75689733813623,1566808
2003-02-04,32.88731384277344,34.79028850846953,32.537622818535546,33.99331699742344,1311144
2003-02-05,32.27736282348633,32.85476135353496,31.773157578923783,32.36681935323494,845080
2003-02-06,32.927955627441406,33.11500156968302,31.96020438788363,32.32616092667619,946624
2003-02-07,32.61080551147461,33.773733493352324,32.24484884114634,32.61893837828685,1023440
2003-02-10,31.529197692871094,32.675859812335474,31.423475399791318,32.20418337183255,449688
2003-02-11,31.244577407836914,32.358710996545405,31.065664212842705,31.55360658267793,701960
2003-02-12,30.82980728149414,31.716234888425692,30.593969108171322,31.56985325858442,459064
2003-02-13,30.82980728149414,30.82980728149414,30.82980728149414,30.82980728149414,0
2003-02-14,29.268404006958008,31.130716550680795,28.991903877279988,29.69128831009106,790336
2003-02-17,31.13069725036621,31.22828663883306,29.788856808853854,30.089755355125607,795272
2003-02-18,30.94366455078125,31.87888700106767,30.789150033616085,31.618650196093217,819688
2003-02-19,30.95992660522461,31.529192376928123,30.84607146544246,31.390941125365117,455960
2003-02-20,30.862356185913086,31.057532645668868,29.813280543147858,30.18737020539838,542944
2003-02-21,30.325599670410156,31.1957640361114,30.203614150833445,30.90299829276694,494544
2003-02-24,30.512645721435547,31.0575128882244,30.252408952776978,31.0575128882244,326488
2003-02-25,29.7970027923584,30.577710798466956,29.528635578603424,29.528635578603424,264440
2003-02-26,29.276519775390625,30.545169462017817,29.04881450319145,30.106022161747227,422312
2003-02-27,29.723798751831055,30.219873591245115,29.08134231210521,29.113871280863247,280480
2003-02-28,31.260826110839844,31.553591892803592,29.95964706371392,30.82981154420021,694688
2003-03-03,30.91925811767578,31.870743499615468,30.106021475777954,30.106021475777954,500896
2003-03-04,30.146686553955078,30.577701027850438,29.92711164427915,30.577701027850438,255760
2003-03-05,30.268688201904297,30.57771733114687,29.235876012093883,29.813274894228773,471552
2003-03-06,29.447311401367188,30.512652336434048,29.27653114002326,30.512652336434048,265080
2003-03-07,28.62594985961914,29.910863661733114,28.503964277830992,29.910863661733114,518664
2003-03-10,26.690433502197266,28.788583511135567,26.267549361855334,28.520216352481306,346400
2003-03-11,27.332876205444336,28.268098075883103,25.747065207743827,26.023565090469955,497168
2003-03-12,26.92626953125,28.089197101498005,26.804284017651888,28.089197101498005,481872
2003-03-13,27.275962829589844,27.796433905340628,26.67416807069669,27.4630087898984,390112
2003-03-14,27.275962829589844,27.275962829589844,27.275962829589844,27.275962829589844,0
2003-03-17,27.19464683532715,27.975354910587786,26.20249910955644,26.52779393409816,373856
2003-03-18,27.19464683532715,27.19464683532715,27.19464683532715,27.19464683532715,0
2003-03-19,27.137710571289062,28.13799075272605,26.877473825942083,27.89401973463883,374256
2003-03-20,27.796424865722656,27.975337903172665,26.674159396048356,27.24342499291524,537616
2003-03-21,27.796424865722656,27.796424865722656,27.796424865722656,27.796424865722656,0
2003-03-24,27.0564022064209,28.463301547324626,26.83682717319179,28.2193303912047,328920
2003-03-25,26.666038513183594,27.63378996623937,26.104905526269086,27.63378996623937,351496
2003-03-26,26.54405975341797,27.48741533218487,26.104912194175572,27.48741533218487,260264
2003-03-27,26.29193878173828,26.674160983676067,26.023571691391286,26.332600612506077,241056
2003-03-28,26.137428283691406,26.99945972301547,26.023575636641418,26.99945972301547,218000
2003-03-31,24.974498748779297,25.836530119368295,21.127887792621234,21.127887792621234,230712
2003-04-02,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-03,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-04,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-07,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-08,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-09,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-10,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-11,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-14,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-15,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-16,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-17,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-18,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-21,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-22,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-23,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-24,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-25,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-28,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-29,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-04-30,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-01,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-02,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-05,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-06,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-07,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-08,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-09,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-12,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-13,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-14,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-15,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-16,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-19,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-20,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-21,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-22,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-23,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-26,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-27,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-28,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-29,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-05-30,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-02,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-03,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-04,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-05,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-06,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-09,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-10,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-11,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-12,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-13,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-16,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-17,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-18,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-19,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-20,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-23,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-24,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-25,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-26,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-27,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-06-30,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-01,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-02,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-03,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-04,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-07,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-08,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-09,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-10,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-11,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-14,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-15,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-16,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-17,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-18,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-21,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-22,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-23,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-24,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-25,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-28,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-29,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-30,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-07-31,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-01,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-04,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-05,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-06,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-07,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-08,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-11,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-12,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-13,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-14,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-15,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-18,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-19,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-20,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-21,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-22,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-25,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-26,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-27,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-28,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-08-29,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-01,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-02,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-03,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-04,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-05,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-08,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-09,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-10,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-11,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-12,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-15,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-16,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-17,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-18,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-19,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-22,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-23,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-24,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-25,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-26,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-29,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-09-30,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-01,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-02,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-03,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-06,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-07,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-08,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-09,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-10,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-13,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-14,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-15,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-16,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-17,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-20,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-21,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-22,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-23,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-24,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-27,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-28,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-29,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-30,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-10-31,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-03,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-04,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-05,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-06,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-07,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-10,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-11,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-12,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-13,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-14,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-17,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-18,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-19,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
2003-11-20,24.974498748779297,24.974498748779297,24.974498748779297,24.974498748779297,0
